CASE_NUMBER,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,SOC_CODE,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,WORKSITE_CITY,WORKSITE_STATE_ABB,YEAR,WORKSITE_STATE_FULL,WORKSITE,CASE_STATUS_CLEAN,APPROVAL_FLAG
I-200-15008-631880,CERTIFIED,UNIVERSITY PHYSICIAN GROUP,"INTERNISTS, GENERAL",29-1063,PHYSICIAN (INTERNAL MEDICINE),Y,99424.0,DETROIT,MI,2015,MICHIGAN,"DETROIT, MICHIGAN",Approved,1
I-200-19133-646373,CERTIFIED,MEMORIAL SLOAN-KETTERING CANCER CENTER,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",19-1042,RESEARCH FELLOW,Y,46654.0,NEW YORK,NEWYORK,2019,NEW YORK,"New York, NEW YORK",Approved,1
I-200-18080-041728,CERTIFIED,"PYRAMID TECHNOLOGY SOLUTIONS, INC",DATABASE ADMINISTRATORS,15-1141,TECHNICAL LEAD - BIG DATA ENGINEER,Y,66186.0,INDIANAPOLIS,IN,2018,INDIANA,"INDIANAPOLIS, INDIANA",Approved,1
I-200-15071-876152,CERTIFIED,T2M CONSULTING SERVICES INC,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,Y,41870.0,GLENDALE,WI,2015,WISCONSIN,"GLENDALE, WISCONSIN",Approved,1
I-200-16159-295034,CERTIFIED,WIPRO LIMITED,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,15-1142,SYSTEM ADMINISTRATOR,N,60320.0,DUBLIN,OH,2016,OHIO,"DUBLIN, OHIO",Approved,1
I-200-15216-498556,CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SENIOR CONSULTANT,Y,91562.0,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17087-354889,CERTIFIED,BRASSCRAFT MANUFACTURING,MECHANICAL ENGINEERS,17-2141,PRODUCT ENGINEER,Y,76773.0,NOVI,MI,2017,MICHIGAN,"NOVI, MICHIGAN",Approved,1
I-200-18011-048018,CERTIFIED,IBM CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,Y,92768.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17132-281984,CERTIFIED,"MCGRAW-HILL GLOBAL EDUCATION, LLC","COMPUTER OCCUPATIONS, ALL OTHER",15-1199,SENIOR QUALITY ASSURANCE ANALYST,Y,90376.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17188-244787,CERTIFIED,IBM CORPORATION,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,APPLIANCE SALES OPERATIONS LEAD,Y,69701.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17275-378322,CERTIFIED,GENERAL MOTORS COMPANY,ELECTRICAL ENGINEERS,17-2071,VISION SYSTEMS FEATURE INTEGRATION ENGINEER,Y,74734.0,MILFORD,MI,2018,MICHIGAN,"MILFORD, MICHIGAN",Approved,1
I-200-19072-039043,CERTIFIED,"GERI-SAFE, LTD.",OPERATIONS RESEARCH ANALYSTS,15-2031,OPERATIONS RESEARCH ANALYST,Y,47632.0,ITHACA,NEWYORK,2019,NEW YORK,"ITHACA, NEW YORK",Approved,1
I-200-17362-897815,CERTIFIED,DELOITTE CONSULTING LLP,OPERATIONS RESEARCH ANALYSTS,15-2031,CONSULTANT,Y,62733.0,PHILADELPHIA,PA,2018,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-16238-628757,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,ANALYST-TESTING,N,64126.0,PITTSBURGH,PA,2016,PENNSYLVANIA,"PITTSBURGH, PENNSYLVANIA",Approved,1
I-200-16221-052912,CERTIFIED-WITHDRAWN,GLOBALFOUNDRIES U.S. INC.,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",17-2072,MTS TD DEVICE ENGINEERING,Y,107411.0,MALTA,NY,2018,NEW YORK,"MALTA, NEW YORK",Approved,1
I-200-14272-785607,CERTIFIED,INDIANA UNIVERSITY,"CRIMINAL JUSTICE AND LAW ENFORCEMENT TEACHERS,",25-1111,ASSISTANT PROFESSOR,Y,35320.0,SOUTH BEND,IN,2015,INDIANA,"SOUTH BEND, INDIANA",Approved,1
I-200-17193-249235,CERTIFIED,"PYRAMID TECHNOLOGY SOLUTIONS, INC","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SENIOR .NET/AWS APPLICATION DEVELOPER,Y,67309.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-19057-240726,CERTIFIED,ASCENSION MACOMB OAKLAND HOSPITAL,"HEALTHCARE PRACTITIONERS AND TECHNICAL WORKERS, ALL OTHER",29-9099,MEDICAL RESIDENT (INTERNAL MEDICINE),Y,32594.0,MADISON HEIGHTS,MICHIGAN,2019,MICHIGAN,"Madison Heights, MICHIGAN",Approved,1
I-200-15068-159498,CERTIFIED,"OPEN TEXT, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SENIOR SAP SOFTWARE DEVELOPER,Y,49400.0,CHICAGO,IL,2015,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-15301-511889,CERTIFIED-WITHDRAWN,WIPRO LIMITED,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,CONSULTANT,N,61651.0,MOON TOWNSHIP,PA,2016,PENNSYLVANIA,"MOON TOWNSHIP, PENNSYLVANIA",Approved,1
I-200-15054-338707,CERTIFIED,"BLUEFLY, INC.","WHOLESALE AND RETAIL BUYERS, EXCEPT FARM PRODUCTS",13-1022,MERCHANDISE ASSISTANT,Y,43825.6,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17163-956611,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,COMPUTER PROGRAMMERS,15-1131,DEVELOPER,Y,62670.0,AUBURN HILLS,MI,2017,MICHIGAN,"AUBURN HILLS, MICHIGAN",Approved,1
I-200-19074-902454,CERTIFIED,CLOUDPIRES LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SERVICENOW DEVELOPER,Y,77189.0,CINCINNATI,OHIO,2019,OHIO,"Cincinnati, OHIO",Approved,1
I-200-16046-405932,CERTIFIED,"PRIME SOFTWARE TECHNOLOGIES, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,WORKDAY INTEGRATION DEVELOPER (CONSULTANT),N,65562.0,ORVILLE,OH,2016,OHIO,"ORRVILLE, OHIO",Approved,1
I-200-15280-514656,CERTIFIED,"ISYNC SOLUTIONS INC.,",COMPUTER SYSTEMS ANALYSTS,15-1121,PROGRAMMER ANALYST,N,59717.0,NEWTOWN,PA,2016,PENNSYLVANIA,"NEWTOWN, PENNSYLVANIA",Approved,1
I-200-18194-201282,CERTIFIED,"ATTRA, INC.","COMPUTER OCCUPATIONS, ALL OTHER",15-1199,QA ANALYST,Y,56306.0,KETTERING,OH,2018,OHIO,"KETTERING, OHIO",Approved,1
I-200-19092-462077,CERTIFIED,"TRISSENTIAL, LLC","COMPUTER OCCUPATIONS, ALL OTHER",15-1199,ASSOCIATE TECHNICAL ENGINEER,Y,48547.0,MINNEAPOLIS,MINNESOTA,2019,MINNESOTA,"Minneapolis, MINNESOTA",Approved,1
I-200-15061-810839,CERTIFIED,"AVON PRODUCTS, INC.",MANAGEMENT ANALYSTS,13-1111,"MANAGER, GLOBAL CORPORATE STRATEGY",Y,82638.0,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16167-543176,CERTIFIED,"MAPLE-GATE ANESTHESIOLOGISTS, P.C.","HEALTH DIAGNOSING AND TREATING PRACTITIONERS, ALL",29-1199,ANESTHESIA FELLOW,N,65603.0,BUFFALO,NY,2016,NEW YORK,"BUFFALO, NEW YORK",Approved,1
I-200-17074-180892,CERTIFIED,"XDIN, INC.",INDUSTRIAL ENGINEERS,17-2112,LOGISTICS ENGINEER,Y,54350.0,MACUNGIE,PA,2017,PENNSYLVANIA,"MACUNGIE, PENNSYLVANIA",Approved,1
I-200-17305-728505,CERTIFIED,SYRAINFOTEK LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SQL DEVELOPER,Y,66248.0,CAMP HILL,PA,2018,PENNSYLVANIA,"CAMP HILL, PENNSYLVANIA",Approved,1
I-200-19209-832477,CERTIFIED,"AMAZON.COM SERVICES, INC.",STATISTICIANS,15-2041,DATA SCIENTIST II,Y,89918.0,NEW YORK,NEWYORK,2019,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18024-469094,CERTIFIED,SYRAINFOTEK LLC,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,SCRUM MASTER,Y,60362.0,MASON,OH,2018,OHIO,"MASON, OHIO",Approved,1
I-200-19075-023065,CERTIFIED,"CREDITEX GROUP, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,PROGRAM ANALYST,Y,87772.0,NEW YORK,NEWYORK,2019,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16113-296180,CERTIFIED,SVK SYSTEMS INC,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,N,66872.0,LANSING,MI,2016,MICHIGAN,"LANSING, MICHIGAN",Approved,1
I-200-17188-814157,CERTIFIED,COLUMBIA UNIVERSITY,BIOCHEMISTS AND BIOPHYSICISTS,19-1021,ASSOCIATE RESEARCH SCIENTIST,Y,47715.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-15160-580352,CERTIFIED,"OBERON IT, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,SYSTEMS ANALYST,Y,71261.0,MINNEAPOLIS,MN,2015,MINNESOTA,"MINNEAPOLIS, MINNESOTA",Approved,1
I-200-16071-086597,CERTIFIED,"PHOTON INFOTECH, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SENIOR SOFTWARE ENGINEER,N,72010.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17076-322506,CERTIFIED,TECHVISION CO,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,QUALITY ASSURANCE ENGINEER,Y,64522.0,EAGAN,MN,2017,MINNESOTA,"EAGAN, MINNESOTA",Approved,1
I-200-17075-268823,CERTIFIED,TRUSTWAVE HOLDINGS INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,52166.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-17055-740974,CERTIFIED,HEADSTRONG SERVICES LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,DEVELOPER,Y,55245.0,CINCINNATI,OH,2017,OHIO,"CINCINNATI, OHIO",Approved,1
I-200-17068-179830,CERTIFIED,ERNST & YOUNG U.S. LLP,MANAGEMENT ANALYSTS,13-1111,ADVISORY MANAGER,Y,110219.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17151-930698,CERTIFIED,"PIVOTAL SOFTWARE, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,ASSOCIATE FIELD ENGINEER,Y,84864.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17283-791785,CERTIFIED,RESOURCE LOGISTICS INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,LEAD JAVA DEVELOPER / DATABASE ENGINEER,Y,104062.0,PHILADELPHIA,PA,2018,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-16067-100799,CERTIFIED,SLCS SOLUTIONS INC,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,N,60861.0,MECHANICSBURG,PA,2016,PENNSYLVANIA,"MECHANICSBURG, PENNSYLVANIA",Approved,1
I-200-17077-980480,CERTIFIED,"NETPOLARITY, INC.","COMPUTER OCCUPATIONS, ALL OTHER",15-1199,DATA/REPORTING ANALYST,Y,71780.8,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18068-430185,CERTIFIED,"DELL MARKING SYSTEMS, INC.",MECHANICAL ENGINEERS,17-2141,MECHANICAL ENGINEER,Y,61298.0,ROCHESTER HILLS,MI,2018,MICHIGAN,"ROCHESTER HILLS, MICHIGAN",Approved,1
I-200-18011-952104,WITHDRAWN,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,COMPUTER SYSTEMS ANALYSTS,15-1121,SENIOR SYSTEMS ANALYST JC60,Y,77314.0,DEERFIELD,IL,2018,ILLINOIS,"DEERFIELD, ILLINOIS",Withdrawn,0
I-200-15337-934913,CERTIFIED,"MOLEX, LLC",COMPUTER SYSTEMS ANALYSTS,15-1121,SALES SYSTEMS MANAGER,Y,83450.0,LISLE,IL,2016,ILLINOIS,"LISLE, ILLINOIS",Approved,1
I-200-19074-945936,CERTIFIED,"ESG AUTOMOTIVE, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,78125.0,TROY,MICHIGAN,2019,MICHIGAN,"TROY, MICHIGAN",Approved,1
I-200-19038-115691,CERTIFIED,INFOSYS LIMITED,COMPUTER SYSTEMS ANALYST,15-1121,LEAD CONSULTANT - US,Y,90563.0,CHICAGO,ILLINOIS,2019,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-19250-735815,CERTIFIED,"XALT ENERGY MI, LLC","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15-1133,EMBEDDED SOFTWARE ENGINEER,Y,90189.0,PONTIAC,MICHIGAN,2019,MICHIGAN,"Pontiac, MICHIGAN",Approved,1
I-200-16077-103798,CERTIFIED,AMAEYAA TECHNOLOGIES INC,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,N,59009.6,DETROIT,MI,2016,MICHIGAN,"DETROIT, MICHIGAN",Approved,1
I-200-16322-097204,DENIED,MERRILL LYNCH,FINANCIAL MANAGERS,11-3031,"DIRECTOR, FIN MGR PVG",Y,103147.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Denied,0
I-200-15294-664677,CERTIFIED,NORTHWESTERN UNIVERSITY,BIOLOGICAL TECHNICIANS,19-4021,RESEARCH TECHNOLOGIST 2,N,29390.0,CHICAGO,IL,2016,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-19071-081388,CERTIFIED,"THE CARLYLE GROUP EMPLOYEE CO., LLC",FINANCIAL ANALYSTS,13-2051,ASSOCIATE,Y,106371.0,NEW YORK,NEWYORK,2019,NEW YORK,"New York, NEW YORK",Approved,1
I-200-17081-725248,CERTIFIED,"MOAT, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,90813.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-15064-100474,CERTIFIED,LEX NIMBLE SOLUTIONS INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,PROGRAMMER ANALYST,Y,49400.0,SCHAUMBURG,IL,2015,ILLINOIS,"SCHAUMBURG, ILLINOIS",Approved,1
I-200-19066-827320,CERTIFIED,CLEVELAND CLINIC,MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS,29-2011,MEDICAL TECHNOLOGIST,Y,47611.0,CLEVELAND,OHIO,2019,OHIO,"Cleveland, OHIO",Approved,1
I-200-16347-386508,CERTIFIED,IBM INDIA PRIVATE LIMITED,COMPUTER PROGRAMMERS,15-1131,ADVISORY IT ARCHITECT,Y,61318.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-16077-743726,CERTIFIED,"AQUA INFORMATION SYSTEMS, INC.",COMPUTER PROGRAMMERS,15-1131,COMPUTER PROGRAMMER,N,54725.0,EXTON,PA,2016,PENNSYLVANIA,"EXTON, PENNSYLVANIA",Approved,1
I-200-17214-651151,CERTIFIED,"FUJITSU AMERICA, INC.",DATABASE ADMINISTRATORS,15-1141,DATABASE ADMINISTRATOR,Y,76523.0,FAIRBURY,IL,2017,ILLINOIS,"FAIRBURY, ILLINOIS",Approved,1
I-200-19119-058639,CERTIFIED,TECHNOSOFT CORPORATION,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,PROGRAM MANAGER,Y,86258.0,MENOMONEE FALLS,WISCONSIN,2019,WISCONSIN,"Menomonee Falls, WISCONSIN",Approved,1
I-200-18033-023665,CERTIFIED,UNIVERSITY OF MICHIGAN,SURVEY RESEARCHERS,19-3022,POSTDOCTORAL RESEARCH FELLOW,Y,39273.0,ANN ARBOR,MI,2018,MICHIGAN,"ANN ARBOR, MICHIGAN",Approved,1
I-200-17053-428134,CERTIFIED,INTEGRAL MOLECULAR INC,BIOLOGICAL TECHNICIANS,19-4021,RESEARCH ASSOCIATE I,Y,31096.0,PHILADELPHIA,PA,2017,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-15065-104412,CERTIFIED,"ADMARKETPLACE, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,13-1161,MARKET RESEARCH ANALYST,Y,44637.0,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18079-699990,CERTIFIED,B HOSPITALITY CORP,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,BUSINESS INTELLIGENCE ANALYST,Y,69701.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19074-316341,CERTIFIED,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,96366.0,NEW YORK,NEWYORK,2019,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-15168-050729,CERTIFIED,INFOSYS LIMITED,COMPUTER SYSTEMS ANALYSTS,15-1121,PRODUCTION SUPPORT ANALYST - US,Y,53186.0,FRANKLIN,WI,2015,WISCONSIN,"FRANKLIN, WISCONSIN",Approved,1
I-200-19056-454969,CERTIFIED,"CUMMINS FILTRATION, INC.",MECHANICAL ENGINEERS,17-2141,LABORATORY OPERATIONS ENGINEER,Y,58261.0,STOUGHTON,WISCONSIN,2019,WISCONSIN,"Stoughton, WISCONSIN",Approved,1
I-200-17054-237496,CERTIFIED,"HARMAN CONNECTED SERVICES, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15-1133,SENIOR ENGINEER,Y,79082.0,LIVONIA,MI,2017,MICHIGAN,"LIVONIA, MICHIGAN",Approved,1
I-200-18089-886549,CERTIFIED,WIPRO LIMITED,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,PROJECT MANAGER,Y,75379.0,MELVILLE,NY,2018,NEW YORK,"MELVILLE, NEW YORK",Approved,1
I-200-16076-594109,CERTIFIED,KVK OPCO INC.,CHEMISTS,19-2031,CHEMIST,N,56451.0,NEWTOWN,PA,2016,PENNSYLVANIA,"NEWTOWN, PENNSYLVANIA",Approved,1
I-200-17219-198804,CERTIFIED-WITHDRAWN,INFOSYS LIMITED,COMPUTER SYSTEMS ANALYSTS,15-1121,LEAD CONSULTANT - US,Y,91333.0,CINCINNATI,OH,2017,OHIO,"CINCINNATI, OHIO",Approved,1
I-200-16077-396905,CERTIFIED,"AQUA INFORMATION SYSTEMS, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,PROGRAMMER ANALYST,N,59717.0,EXTON,PA,2016,PENNSYLVANIA,"EXTON, PENNSYLVANIA",Approved,1
I-200-18107-637772,CERTIFIED,MEDICAL COLLEGE OF WISCONSIN,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",25-1071,INSTRUCTOR,Y,64337.0,MILWAUKEE,WI,2018,WISCONSIN,"MILWAUKEE, WISCONSIN",Approved,1
I-200-17078-564356,CERTIFIED,"FISERV SOLUTIONS, LLC","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,"SOFTWARE DEVELOPMENT ENGINEERING, PROFESSIONAL",Y,71843.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-17130-094597,CERTIFIED,COOLSOFT LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,70866.0,INDIANAPOLIS,IN,2017,INDIANA,"INDIANAPOLIS, INDIANA",Approved,1
I-200-16264-874080,CERTIFIED,ENVISION INFOSOLUTIONS INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,N,69098.0,CINCINNATI,OH,2016,OHIO,"CINCINNATI, OHIO",Approved,1
I-200-17131-486402,CERTIFIED,NICO HOLDINGS LLC,FINANCIAL ANALYSTS,13-2051,QUANTITATIVE TRADING ANALYST,Y,115918.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-17188-431008,CERTIFIED,"N2 SERVICES, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,64522.0,GRAND RAPIDS,MI,2017,MICHIGAN,"GRAND RAPIDS, MICHIGAN",Approved,1
I-200-17079-109254,CERTIFIED,MIKE RAISOR BUICK GMC CADILLAC,WRITERS AND AUTHORS,27-3043,SOCIAL MEDIA EXPERT,Y,36421.0,LAFAYETTE,IN,2017,INDIANA,"LAFAYETTE, INDIANA",Approved,1
I-200-17076-621699,CERTIFIED-WITHDRAWN,"MAHLE INDUSTRIES, INC.",ACCOUNTANTS AND AUDITORS,13-2011,LEAN FINANCIAL MANAGEMENT ANALYST,Y,80787.0,FARMINGTON HILLS,MI,2017,MICHIGAN,"FARMINGTON HILLS, MICHIGAN",Approved,1
I-200-15131-558080,WITHDRAWN,"INTERNATIONAL TECHNOLOGIES PRO, LLC","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SR. DEVELOPER,Y,59800.0,MASON,OH,2015,OHIO,"MASON, OHIO",Withdrawn,0
I-200-14345-237166,CERTIFIED,IBM INDIA PRIVATE LIMITED,COMPUTER PROGRAMMERS,15-1131,ERP TECHNICAL CONSULTANT,Y,50003.0,SYRACUSE,NY,2015,NEW YORK,"SYRACUSE, NEW YORK",Approved,1
I-200-17067-072264,CERTIFIED,VIVA USA INC.,HUMAN RESOURCES SPECIALISTS,13-1071,RECRUITING COORDINATOR,Y,48984.0,ROLLING MEADOWS,IL,2017,ILLINOIS,"ROLLING MEADOWS, ILLINOIS",Approved,1
I-200-16074-539701,CERTIFIED,KDI MIFFLIN PC,"DENTISTS, GENERAL",29-1021,DENTIST,Y,82534.4,WYOMISSING,PA,2016,PENNSYLVANIA,"WYOMISSING, PENNSYLVANIA",Approved,1
I-200-17042-108648,CERTIFIED,VERITAS TECHNOLOGIES LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,ASSOCIATE SOFTWARE ENGINEER,Y,62733.0,ROSEVILLE,MN,2017,MINNESOTA,"ROSEVILLE, MINNESOTA",Approved,1
I-200-17093-765820,CERTIFIED-WITHDRAWN,UHCP D/B/A UPMC MEDICAL EDUCATION,"HEALTH DIAGNOSING AND TREATING PRACTITIONERS, ALL",29-1199,RESIDENT - ANESTHESIOLOGY,Y,54142.0,PITTSBURGH,PA,2017,PENNSYLVANIA,"PITTSBURGH, PENNSYLVANIA",Approved,1
I-200-19050-035887,CERTIFIED,"BLACKROCK FINANCIAL MANAGEMENT, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,ANALYST,Y,96366.0,NEW YORK,NEWYORK,2019,NEW YORK,"New York, NEW YORK",Approved,1
I-200-15071-033127,CERTIFIED-WITHDRAWN,CNH INDUSTRIAL AMERICA LLC,"PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, AND",13-1023,"BUYER,  MACHINED CASTINGS",N,52666.0,BURR RIDGE,IL,2016,ILLINOIS,"BURR RIDGE, ILLINOIS",Approved,1
I-200-15257-815371,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,COMPUTER PROGRAMMERS,15-1131,DEVELOPER,Y,66082.0,DEERFIELD,IL,2015,ILLINOIS,"DEERFIELD, ILLINOIS",Approved,1
I-200-19062-307327,CERTIFIED,GOLDMAN SACHS SERVICES LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,ANALYST,Y,96366.0,NEW YORK,NEWYORK,2019,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18072-553156,CERTIFIED,"SIEMENS MEDICAL SOLUTIONS USA, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,SYSTEM ANALYST 2,Y,75946.0,HOFFMAN ESTATES,IL,2018,ILLINOIS,"HOFFMAN ESTATES, ILLINOIS",Approved,1
I-200-14353-046045,CERTIFIED,"ALEXANDER INTERACTIVE, INC.",GRAPHIC DESIGNERS,27-1024,SENIOR ART DIRECTOR,Y,65000.0,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16070-724082,CERTIFIED,CSC STATE AND LOCAL SOLUTIONS LLC,COMPUTER SYSTEMS ANALYSTS,15-1121,ASSOC. PROFESSIONAL: PROGRAMMER ANALYST,N,54142.0,RENSSELAER,NY,2016,NEW YORK,"RENSSELAER, NEW YORK",Approved,1
I-200-17074-703492,CERTIFIED,DYNA INFOTECH INC,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST (.NET DEVELOPER),Y,39270.0,MAYFIELD VILLAGE,OH,2017,OHIO,"MAYFIELD VILLAGE, OHIO",Approved,1
I-200-16349-506336,CERTIFIED,ERNST & YOUNG U.S. LLP,MANAGEMENT ANALYSTS,13-1111,ADVISORY SENIOR,Y,73362.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-18191-187728,CERTIFIED,"FLATIRON HEALTH, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,EMR INTERFACE ENGINEER,Y,117624.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16067-850360,CERTIFIED,"MILLENNIUM SOFTWARE, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,BUSINESS ANALYST/REENGINEERING,N,65353.6,DEARBORN,MI,2016,MICHIGAN,"DEARBORN, MICHIGAN",Approved,1
I-200-19073-247940,CERTIFIED,"SUPSTAT, INC.",MATHEMATICIANS,15-2021,MATHEMATICAL & BIG DATA MODELING PROFESSIONAL,Y,94078.0,NEW YORK,NEWYORK,2019,NEW YORK,"New York, NEW YORK",Approved,1
I-200-15217-365494,CERTIFIED,"WESTCON GROUP NORTH AMERICA, INC.",MANAGEMENT ANALYSTS,13-1111,SENIOR BUSINESS ANALYST,Y,107661.0,TARRYTOWN,NY,2015,NEW YORK,"TARRYTOWN, NEW YORK",Approved,1
I-200-17045-373087,CERTIFIED,JONES-HAMILTON CO.,"SALES REPRESENTATIVES, WHOLESALE AND",41-4011,TERRITORY MANAGER (TECHNICAL SALES REPRESENTATIVE),Y,53310.0,WHARTON,OH,2017,OHIO,"WHARTON, OHIO",Approved,1
I-200-18041-042238,CERTIFIED,THE BLACKSTONE GROUP,FINANCIAL ANALYSTS,13-2051,"ANALYST, STRATEGIC PARTNERS",Y,69389.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
